gutenberg_id,text
41445,"fire issue from an old and beautiful oak, which stood about twenty yards"
41445,"from our house; and so soon as the dazzling light vanished, the oak had"
41445,"disappeared, and nothing remained but a blasted stump. When we visited"
41445,"it the next morning, we found the tree shattered in a singular manner."
41445,"It was not splintered by the shock, but entirely reduced to thin"
41445,ribbands of wood. I never beheld any thing so utterly destroyed.
41445,
41445,The catastrophe of this tree excited my extreme astonishment; and I
41445,eagerly inquired of my father the nature and origin of thunder and
41445,"lightning. He replied, “Electricity;” describing at the same time the"
41445,various effects of that power. He constructed a small electrical
41445,"machine, and exhibited a few experiments; he made also a kite, with a"
41445,"wire and string, which drew down that fluid from the clouds."
41445,
41445,"This last stroke completed the overthrow of Cornelius Agrippa, Albertus"
41445,"Magnus, and Paracelsus, who had so long reigned the lords of my"
41445,imagination. But by some fatality I did not feel inclined to commence
41445,the study of any modern system; and this disinclination was influenced
41445,by the following circumstance.
41445,
41445,My father expressed a wish that I should attend a course of lectures
41445,"upon natural philosophy, to which I cheerfully consented. Some accident"
41445,prevented my attending these lectures until the course was nearly
41445,"finished. The lecture, being therefore one of the last, was entirely"
41445,incomprehensible to me. The professor discoursed with the greatest
41445,"fluency of potassium and boron, of sulphates and oxyds, terms to which I"
41445,could affix no idea; and I became disgusted with the science of natural
41445,"philosophy, although I still read Pliny and Buffon with delight,"
41445,"authors, in my estimation, of nearly equal interest and utility."
41445,
41445,"My occupations at this age were principally the mathematics, and most of"
41445,the branches of study appertaining to that science. I was busily
41445,"employed in learning languages; Latin was already familiar to me, and I"
41445,began to read some of the easiest Greek authors without the help of a
41445,lexicon. I also perfectly understood English and German. This is the
41445,list of my accomplishments at the age of seventeen; and you may conceive
41445,that my hours were fully employed in acquiring and maintaining a
41445,knowledge of this various literature.
41445,
41445,"Another task also devolved upon me, when I became the instructor of my"
41445,"brothers. Ernest was six years younger than myself, and was my principal"
41445,"pupil. He had been afflicted with ill health from his infancy, through"
41445,which Elizabeth and I had been his constant nurses: his disposition was
41445,"gentle, but he was incapable of any severe application. William, the"
41445,"youngest of our family, was yet an infant, and the most beautiful little"
41445,"fellow in the world; his lively blue eyes, dimpled cheeks, and endearing"
41445,"manners, inspired the tenderest affection."
41445,
41445,"Such was our domestic circle, from which care and pain seemed for ever"
41445,"banished. My father directed our studies, and my mother partook of our"
41445,enjoyments. Neither of us possessed the slightest pre-eminence over the
41445,other; the voice of command was never heard amongst us; but mutual
41445,affection engaged us all to comply with and obey the slightest desire of
41445,each other.
41445,
41445,
41445,
41445,
41445,CHAPTER II.
41445,
41445,
41445,"When I had attained the age of seventeen, my parents resolved that I"
41445,should become a student at the university of Ingolstadt. I had hitherto
41445,"attended the schools of Geneva; but my father thought it necessary, for"
41445,"the completion of my education, that I should be made acquainted with"
41445,other customs than those of my native country. My departure was
41445,"therefore fixed at an early date; but, before the day resolved upon"
41445,"could arrive, the first misfortune of my life occurred—an omen, as it"
41445,"were, of my future misery."
41445,
41445,"Elizabeth had caught the scarlet fever; but her illness was not severe,"
41445,"and she quickly recovered. During her confinement, many arguments had"
41445,been urged to persuade my mother to refrain from attending upon her. She
41445,"had, at first, yielded to our entreaties; but when she heard that her"
41445,"favourite was recovering, she could no longer debar herself from her"
41445,"society, and entered her chamber long before the danger of infection was"
41445,past. The consequences of this imprudence were fatal. On the third day
41445,"my mother sickened; her fever was very malignant, and the looks of her"
41445,attendants prognosticated the worst event. On her death-bed the
41445,fortitude and benignity of this admirable woman did not desert her. She
41445,"joined the hands of Elizabeth and myself: “My children,” she said, “my"
41445,firmest hopes of future happiness were placed on the prospect of your
41445,union. This expectation will now be the consolation of your father.
41445,"Elizabeth, my love, you must supply my place to your younger cousins."
41445,"Alas! I regret that I am taken from you; and, happy and beloved as I"
41445,"have been, is it not hard to quit you all? But these are not thoughts"
41445,"befitting me; I will endeavour to resign myself cheerfully to death, and"
41445,will indulge a hope of meeting you in another world.”
41445,
41445,She died calmly; and her countenance expressed affection even in death.
41445,I need not describe the feelings of those whose dearest ties are rent by
41445,"that most irreparable evil, the void that presents itself to the soul,"
41445,and the despair that is exhibited on the countenance. It is so long
41445,"before the mind can persuade itself that she, whom we saw every day, and"
41445,"whose very existence appeared a part of our own, can have departed for"
41445,"ever—that the brightness of a beloved eye can have been extinguished,"
41445,"and the sound of a voice so familiar, and dear to the ear, can be"
41445,"hushed, never more to be heard. These are the reflections of the first"
41445,"days; but when the lapse of time proves the reality of the evil, then"
41445,the actual bitterness of grief commences. Yet from whom has not that
41445,rude hand rent away some dear connexion; and why should I describe a
41445,"sorrow which all have felt, and must feel? The time at length arrives,"
41445,when grief is rather an indulgence than a necessity; and the smile that
41445,"plays upon the lips, although it may be deemed a sacrilege, is not"
41445,"banished. My mother was dead, but we had still duties which we ought to"
41445,"perform; we must continue our course with the rest, and learn to think"
41445,"ourselves fortunate, whilst one remains whom the spoiler has not seized."
41445,
41445,"My journey to Ingolstadt, which had been deferred by these events, was"
41445,now again determined upon. I obtained from my father a respite of some
41445,"weeks. This period was spent sadly; my mother’s death, and my speedy"
41445,"departure, depressed our spirits; but Elizabeth endeavoured to renew the"
41445,spirit of cheerfulness in our little society. Since the death of her
41445,"aunt, her mind had acquired new firmness and vigour. She determined to"
41445,fulfil her duties with the greatest exactness; and she felt that that
41445,"most imperious duty, of rendering her uncle and cousins happy, had"
41445,"devolved upon her. She consoled me, amused her uncle, instructed my"
41445,"brothers; and I never beheld her so enchanting as at this time, when she"
41445,"was continually endeavouring to contribute to the happiness of others,"
41445,entirely forgetful of herself.
41445,
41445,The day of my departure at length arrived. I had taken leave of all my
41445,"friends, excepting Clerval, who spent the last evening with us. He"
41445,bitterly lamented that he was unable to accompany me: but his father
41445,"could not be persuaded to part with him, intending that he should become"
41445,"a partner with him in business, in compliance with his favourite theory,"
41445,that learning was superfluous in the commerce of ordinary life. Henry
41445,"had a refined mind; he had no desire to be idle, and was well pleased to"
41445,"become his father’s partner, but he believed that a man might be a very"
41445,"good trader, and yet possess a cultivated understanding."
41445,
41445,"We sat late, listening to his complaints, and making many little"
41445,arrangements for the future. The next morning early I departed. Tears
41445,gushed from the eyes of Elizabeth; they proceeded partly from sorrow at
41445,"my departure, and partly because she reflected that the same journey was"
41445,"to have taken place three months before, when a mother’s blessing would"
41445,have accompanied me.
41445,
41445,"I threw myself into the chaise that was to convey me away, and indulged"
41445,"in the most melancholy reflections. I, who had ever been surrounded by"
41445,"amiable companions, continually engaged in endeavouring to bestow"
41445,"mutual pleasure, I was now alone. In the university, whither I was"
41445,"going, I must form my own friends, and be my own protector. My life had"
41445,hitherto been remarkably secluded and domestic; and this had given me
41445,"invincible repugnance to new countenances. I loved my brothers,"
41445,"Elizabeth, and Clerval; these were “old familiar faces;” but I believed"
41445,myself totally unfitted for the company of strangers. Such were my
41445,"reflections as I commenced my journey; but as I proceeded, my spirits"
41445,and hopes rose. I ardently desired the acquisition of knowledge. I had
41445,"often, when at home, thought it hard to remain during my youth cooped up"
41445,"in one place, and had longed to enter the world, and take my station"
41445,"among other human beings. Now my desires were complied with, and it"
41445,"would, indeed, have been folly to repent."
41445,
41445,I had sufficient leisure for these and many other reflections during my
41445,"journey to Ingolstadt, which was long and fatiguing. At length the high"
41445,"white steeple of the town met my eyes. I alighted, and was conducted to"
41445,"my solitary apartment, to spend the evening as I pleased."
41445,
41445,"The next morning I delivered my letters of introduction, and paid a"
41445,"visit to some of the principal professors, and among others to M."
41445,"Krempe, professor of natural philosophy. He received me with politeness,"
41445,and asked me several questions concerning my progress in the different
41445,"branches of science appertaining to natural philosophy. I mentioned, it"
41445,"is true, with fear and trembling, the only authors I had ever read upon"
41445,"those subjects. The professor stared: “Have you,” he said, “really spent"
41445,your time in studying such nonsense?”
41445,
41445,"I replied in the affirmative. “Every minute,” continued M. Krempe with"
41445,"warmth, “every instant that you have wasted on those books is utterly"
41445,"and entirely lost. You have burdened your memory with exploded systems,"
41445,"and useless names. Good God! in what desert land have you lived, where"
41445,"no one was kind enough to inform you that these fancies, which you have"
41445,"so greedily imbibed, are a thousand years old, and as musty as they are"
41445,ancient? I little expected in this enlightened and scientific age to
41445,"find a disciple of Albertus Magnus and Paracelsus. My dear Sir, you must"
41445,begin your studies entirely anew.”
41445,
41445,"So saying, he stept aside, and wrote down a list of several books"
41445,"treating of natural philosophy, which he desired me to procure, and"
41445,"dismissed me, after mentioning that in the beginning of the following"
41445,week he intended to commence a course of lectures upon natural
41445,"philosophy in its general relations, and that M. Waldman, a"
41445,"fellow-professor, would lecture upon chemistry the alternate days that"
41445,he missed.
41445,
41445,"I returned home, not disappointed, for I had long considered those"
41445,authors useless whom the professor had so strongly reprobated; but I did
41445,not feel much inclined to study the books which I procured at his
41445,"recommendation. M. Krempe was a little squat man, with a gruff voice and"
41445,"repulsive countenance; the teacher, therefore, did not prepossess me in"
41445,"favour of his doctrine. Besides, I had a contempt for the uses of modern"
41445,"natural philosophy. It was very different, when the masters of the"
41445,"science sought immortality and power; such views, although futile, were"
41445,grand: but now the scene was changed. The ambition of the inquirer
41445,seemed to limit itself to the annihilation of those visions on which my
41445,interest in science was chiefly founded. I was required to exchange
41445,chimeras of boundless grandeur for realities of little worth.
41445,
41445,Such were my reflections during the first two or three days spent almost
41445,"in solitude. But as the ensuing week commenced, I thought of the"
41445,information which M. Krempe had given me concerning the lectures. And
41445,although I could not consent to go and hear that little conceited fellow
41445,"deliver sentences out of a pulpit, I recollected what he had said of M."
41445,"Waldman, whom I had never seen, as he had hitherto been out of town."
41445,
41445,"Partly from curiosity, and partly from idleness, I went into the"
41445,"lecturing room, which M. Waldman entered shortly after. This professor"
41445,"was very unlike his colleague. He appeared about fifty years of age, but"
41445,with an aspect expressive of the greatest benevolence; a few gray hairs
41445,"covered his temples, but those at the back of his head were nearly"
41445,"black. His person was short, but remarkably erect; and his voice the"
41445,sweetest I had ever heard. He began his lecture by a recapitulation of
41445,the history of chemistry and the various improvements made by different
41445,"men of learning, pronouncing with fervour the names of the most"
41445,distinguished discoverers. He then took a cursory view of the present
41445,"state of the science, and explained many of its elementary terms. After"
41445,"having made a few preparatory experiments, he concluded with a panegyric"
41445,"upon modern chemistry, the terms of which I shall never forget:—"
41445,
41445,"“The ancient teachers of this science,” said he, “promised"
41445,"impossibilities, and performed nothing. The modern masters promise very"
41445,"little; they know that metals cannot be transmuted, and that the elixir"
41445,"of life is a chimera. But these philosophers, whose hands seem only made"
41445,"to dabble in dirt, and their eyes to pour over the microscope or"
41445,"crucible, have indeed performed miracles. They penetrate into the"
41445,"recesses of nature, and shew how she works in her hiding places. They"
41445,"ascend into the heavens; they have discovered how the blood circulates,"
41445,and the nature of the air we breathe. They have acquired new and almost
41445,"unlimited powers; they can command the thunders of heaven, mimic the"
41445,"earthquake, and even mock the invisible world with its own shadows.”"
41445,
41445,"I departed highly pleased with the professor and his lecture, and paid"
41445,him a visit the same evening. His manners in private were even more mild
41445,and attractive than in public; for there was a certain dignity in his
41445,"mien during his lecture, which in his own house was replaced by the"
41445,greatest affability and kindness. He heard with attention my little
41445,"narration concerning my studies, and smiled at the names of Cornelius"
41445,"Agrippa, and Paracelsus, but without the contempt that M. Krempe had"
41445,"exhibited. He said, that “these were men to whose indefatigable zeal"
41445,modern philosophers were indebted for most of the foundations of their
41445,"knowledge. They had left to us, as an easier task, to give new names,"
41445,"and arrange in connected classifications, the facts which they in a"
41445,great degree had been the instruments of bringing to light. The labours
41445,"of men of genius, however erroneously directed, scarcely ever fail in"
41445,ultimately turning to the solid advantage of mankind.” I listened to his
41445,"statement, which was delivered without any presumption or affectation;"
41445,"and then added, that his lecture had removed my prejudices against"
41445,"modern chemists; and I, at the same time, requested his advice"
41445,concerning the books I ought to procure.
41445,
41445,"“I am happy,” said M. Waldman, “to have gained a disciple; and if your"
41445,"application equals your ability, I have no doubt of your success."
41445,Chemistry is that branch of natural philosophy in which the greatest
41445,improvements have been and may be made; it is on that account that I
41445,have made it my peculiar study; but at the same time I have not
41445,neglected the other branches of science. A man would make but a very
41445,"sorry chemist, if he attended to that department of human knowledge"
41445,"alone. If your wish is to become really a man of science, and not merely"
41445,"a petty experimentalist, I should advise you to apply to every branch of"
41445,"natural philosophy, including mathematics.”"
41445,
41445,"He then took me into his laboratory, and explained to me the uses of"
41445,"his various machines; instructing me as to what I ought to procure, and"
41445,"promising me the use of his own, when I should have advanced far enough"
41445,in the science not to derange their mechanism. He also gave me the list
41445,of books which I had requested; and I took my leave.
41445,
41445,Thus ended a day memorable to me; it decided my future destiny.
41445,
41445,
41445,
41445,
41445,CHAPTER III.
41445,
41445,
41445,"From this day natural philosophy, and particularly chemistry, in the"
41445,"most comprehensive sense of the term, became nearly my sole occupation."
41445,"I read with ardour those works, so full of genius and discrimination,"
41445,which modern inquirers have written on these subjects. I attended the
41445,"lectures, and cultivated the acquaintance, of the men of science of the"
41445,university; and I found even in M. Krempe a great deal of sound sense
41445,"and real information, combined, it is true, with a repulsive physiognomy"
41445,"and manners, but not on that account the less valuable. In M. Waldman I"
41445,found a true friend. His gentleness was never tinged by dogmatism; and
41445,"his instructions were given with an air of frankness and good nature,"
41445,"that banished every idea of pedantry. It was, perhaps, the amiable"
41445,character of this man that inclined me more to that branch of natural
41445,"philosophy which he professed, than an intrinsic love for the science"
41445,itself. But this state of mind had place only in the first steps towards
41445,"knowledge: the more fully I entered into the science, the more"
41445,"exclusively I pursued it for its own sake. That application, which at"
41445,"first had been a matter of duty and resolution, now became so ardent and"
41445,"eager, that the stars often disappeared in the light of morning whilst"
41445,I was yet engaged in my laboratory.
41445,
41445,"As I applied so closely, it may be easily conceived that I improved"
41445,rapidly. My ardour was indeed the astonishment of the students; and my
41445,"proficiency, that of the masters. Professor Krempe often asked me, with"
41445,"a sly smile, how Cornelius Agrippa went on? whilst M. Waldman expressed"
41445,the most heart-felt exultation in my progress. Two years passed in this
41445,"manner, during which I paid no visit to Geneva, but was engaged, heart"
41445,"and soul, in the pursuit of some discoveries, which I hoped to make."
41445,None but those who have experienced them can conceive of the enticements
41445,of science. In other studies you go as far as others have gone before
41445,"you, and there is nothing more to know; but in a scientific pursuit"
41445,there is continual food for discovery and wonder. A mind of moderate
41445,"capacity, which closely pursues one study, must infallibly arrive at"
41445,"great proficiency in that study; and I, who continually sought the"
41445,"attainment of one object of pursuit, and was solely wrapt up in this,"
41445,"improved so rapidly, that, at the end of two years, I made some"
41445,"discoveries in the improvement of some chemical instruments, which"
41445,procured me great esteem and admiration at the university. When I had
41445,"arrived at this point, and had become as well acquainted with the theory"
41445,and practice of natural philosophy as depended on the lessons of any of
41445,"the professors at Ingolstadt, my residence there being no longer"
41445,"conducive to my improvements, I thought of returning to my friends and"
41445,"my native town, when an incident happened that protracted my stay."
41445,
41445,One of the phænonema which had peculiarly attracted my attention was the
41445,"structure of the human frame, and, indeed, any animal endued with life."
41445,"Whence, I often asked myself, did the principle of life proceed? It was"
41445,"a bold question, and one which has ever been considered as a mystery;"
41445,"yet with how many things are we upon the brink of becoming acquainted,"
41445,if cowardice or carelessness did not restrain our inquiries. I revolved
41445,"these circumstances in my mind, and determined thenceforth to apply"
41445,myself more particularly to those branches of natural philosophy which
41445,relate to physiology. Unless I had been animated by an almost
41445,"supernatural enthusiasm, my application to this study would have been"
41445,"irksome, and almost intolerable. To examine the causes of life, we must"
41445,first have recourse to death. I became acquainted with the science of
41445,anatomy: but this was not sufficient; I must also observe the natural
41445,decay and corruption of the human body. In my education my father had
41445,taken the greatest precautions that my mind should be impressed with no
41445,supernatural horrors. I do not ever remember to have trembled at a tale
41445,"of superstition, or to have feared the apparition of a spirit. Darkness"
41445,had no effect upon my fancy; and a church-yard was to me merely the
41445,"receptacle of bodies deprived of life, which, from being the seat of"
41445,"beauty and strength, had become food for the worm. Now I was led to"
41445,"examine the cause and progress of this decay, and forced to spend days"
41445,and nights in vaults and charnel houses. My attention was fixed upon
41445,every object the most insupportable to the delicacy of the human
41445,feelings. I saw how the fine form of man was degraded and wasted; I
41445,beheld the corruption of death succeed to the blooming cheek of life; I
41445,"saw how the worm inherited the wonders of the eye and brain. I paused,"
41445,"examining and analysing all the minutiæ of causation, as exemplified in"
41445,"the change from life to death, and death to life, until from the midst"
41445,of this darkness a sudden light broke in upon me—a light so brilliant
41445,"and wondrous, yet so simple, that while I became dizzy with the"
41445,"immensity of the prospect which it illustrated, I was surprised that"
41445,"among so many men of genius, who had directed their inquiries towards"
41445,"the same science, that I alone should be reserved to discover so"
41445,astonishing a secret.
41445,
41445,"Remember, I am not recording the vision of a madman. The sun does not"
41445,"more certainly shine in the heavens, than that which I now affirm is"
41445,"true. Some miracle might have produced it, yet the stages of the"
41445,discovery were distinct and probable. After days and nights of
41445,"incredible labour and fatigue, I succeeded in discovering the cause of"
41445,"generation and life; nay, more, I became myself capable of bestowing"
41445,animation upon lifeless matter.
41445,
41445,The astonishment which I had at first experienced on this discovery soon
41445,gave place to delight and rapture. After so much time spent in painful
41445,"labour, to arrive at once at the summit of my desires, was the most"
41445,gratifying consummation of my toils. But this discovery was so great
41445,"and overwhelming, that all the steps by which I had been progressively"
41445,"led to it were obliterated, and I beheld only the result. What had been"
41445,"the study and desire of the wisest men since the creation of the world,"
41445,"was now within my grasp. Not that, like a magic scene, it all opened"
41445,upon me at once: the information I had obtained was of a nature rather
41445,to direct my endeavours so soon as I should point them towards the
41445,"object of my search, than to exhibit that object already accomplished. I"
41445,"was like the Arabian who had been buried with the dead, and found a"
41445,"passage to life aided only by one glimmering, and seemingly ineffectual"
41445,light.
41445,
41445,"I see by your eagerness, and the wonder and hope which your eyes"
41445,"express, my friend, that you expect to be informed of the secret with"
41445,which I am acquainted; that cannot be: listen patiently until the end of
41445,"my story, and you will easily perceive why I am reserved upon that"
41445,"subject. I will not lead you on, unguarded and ardent as I then was, to"
41445,"your destruction and infallible misery. Learn from me, if not by my"
41445,"precepts, at least by my example, how dangerous is the acquirement of"
41445,"knowledge, and how much happier that man is who believes his native town"
41445,"to be the world, than he who aspires to become greater than his nature"
41445,will allow.
41445,
41445,"When I found so astonishing a power placed within my hands, I hesitated"
41445,a long time concerning the manner in which I should employ it. Although
41445,"I possessed the capacity of bestowing animation, yet to prepare a frame"
41445,"for the reception of it, with all its intricacies of fibres, muscles,"
41445,"and veins, still remained a work of inconceivable difficulty and labour."
41445,I doubted at first whether I should attempt the creation of a being like
41445,myself or one of simpler organization; but my imagination was too much
41445,exalted by my first success to permit me to doubt of my ability to give
41445,life to an animal as complex and wonderful as man. The materials at
41445,present within my command hardly appeared adequate to so arduous an
41445,undertaking; but I doubted not that I should ultimately succeed. I
41445,prepared myself for a multitude of reverses; my operations might be
41445,"incessantly baffled, and at last my work be imperfect: yet, when I"
41445,considered the improvement which every day takes place in science and
41445,"mechanics, I was encouraged to hope my present attempts would at least"
41445,lay the foundations of future success. Nor could I consider the
41445,magnitude and complexity of my plan as any argument of its
41445,impracticability. It was with these feelings that I began the creation
41445,of a human being. As the minuteness of the parts formed a great
41445,"hindrance to my speed, I resolved, contrary to my first intention, to"
41445,"make the being of a gigantic stature; that is to say, about eight feet"
41445,"in height, and proportionably large. After having formed this"
41445,"determination, and having spent some months in successfully collecting"
41445,"and arranging my materials, I began."
41445,
41445,"No one can conceive the variety of feelings which bore me onwards, like"
41445,"a hurricane, in the first enthusiasm of success. Life and death appeared"
41445,"to me ideal bounds, which I should first break through, and pour a"
41445,torrent of light into our dark world. A new species would bless me as
41445,its creator and source; many happy and excellent natures would owe their
41445,being to me. No father could claim the gratitude of his child so
41445,"completely as I should deserve their’s. Pursuing these reflections, I"
41445,"thought, that if I could bestow animation upon lifeless matter, I might"
41445,in process of time (although I now found it impossible) renew life where
41445,death had apparently devoted the body to corruption.
41445,
41445,"These thoughts supported my spirits, while I pursued my undertaking with"
41445,"unremitting ardour. My cheek had grown pale with study, and my person"
41445,"had become emaciated with confinement. Sometimes, on the very brink of"
41445,"certainty, I failed; yet still I clung to the hope which the next day or"
41445,the next hour might realize. One secret which I alone possessed was the
41445,hope to which I had dedicated myself; and the moon gazed on my midnight
41445,"labours, while, with unrelaxed and breathless eagerness, I pursued"
41445,nature to her hiding places. Who shall conceive the horrors of my secret
41445,"toil, as I dabbled among the unhallowed damps of the grave, or tortured"
41445,"the living animal to animate the lifeless clay? My limbs now tremble,"
41445,"and my eyes swim with the remembrance; but then a resistless, and almost"
41445,"frantic impulse, urged me forward; I seemed to have lost all soul or"
41445,"sensation but for this one pursuit. It was indeed but a passing trance,"
41445,"that only made me feel with renewed acuteness so soon as, the unnatural"
41445,"stimulus ceasing to operate, I had returned to my old habits. I"
41445,"collected bones from charnel houses; and disturbed, with profane"
41445,"fingers, the tremendous secrets of the human frame. In a solitary"
41445,"chamber, or rather cell, at the top of the house, and separated from all"
41445,"the other apartments by a gallery and staircase, I kept my workshop of"
41445,filthy creation; my eyeballs were starting from their sockets in
41445,attending to the details of my employment. The dissecting room and the
41445,slaughter-house furnished many of my materials; and often did my human
41445,"nature turn with loathing from my occupation, whilst, still urged on by"
41445,"an eagerness which perpetually increased, I brought my work near to a"
41445,conclusion.
41445,
41445,"The summer months passed while I was thus engaged, heart and soul, in"
41445,one pursuit. It was a most beautiful season; never did the fields bestow
41445,"a more plentiful harvest, or the vines yield a more luxuriant vintage:"
41445,but my eyes were insensible to the charms of nature. And the same
41445,feelings which made me neglect the scenes around me caused me also to
41445,"forget those friends who were so many miles absent, and whom I had not"
41445,seen for so long a time. I knew my silence disquieted them; and I well
41445,remembered the words of my father: “I know that while you are pleased
41445,"with yourself, you will think of us with affection, and we shall hear"
41445,"regularly from you. You must pardon me, if I regard any interruption in"
41445,your correspondence as a proof that your other duties are equally
41445,neglected.”
41445,
41445,I knew well therefore what would be my father’s feelings; but I could
41445,"not tear my thoughts from my employment, loathsome in itself, but which"
41445,"had taken an irresistible hold of my imagination. I wished, as it were,"
41445,to procrastinate all that related to my feelings of affection until the
41445,"great object, which swallowed up every habit of my nature, should be"
41445,completed.
41445,
41445,I then thought that my father would be unjust if he ascribed my neglect
41445,"to vice, or faultiness on my part; but I am now convinced that he was"
41445,justified in conceiving that I should not be altogether free from blame.
41445,A human being in perfection ought always to preserve a calm and peaceful
41445,"mind, and never to allow passion or a transitory desire to disturb his"
41445,tranquillity. I do not think that the pursuit of knowledge is an
41445,exception to this rule. If the study to which you apply yourself has a
41445,"tendency to weaken your affections, and to destroy your taste for those"
41445,"simple pleasures in which no alloy can possibly mix, then that study is"
41445,"certainly unlawful, that is to say, not befitting the human mind. If"
41445,this rule were always observed; if no man allowed any pursuit
41445,whatsoever to interfere with the tranquillity of his domestic
41445,"affections, Greece had not been enslaved; Cæsar would have spared his"
41445,country; America would have been discovered more gradually; and the
41445,empires of Mexico and Peru had not been destroyed.
41445,
41445,But I forget that I am moralizing in the most interesting part of my
41445,tale; and your looks remind me to proceed.
41445,
41445,My father made no reproach in his letters; and only took notice of my
41445,silence by inquiring into my occupations more particularly than before.
41445,"Winter, spring, and summer, passed away during my labours; but I did not"
41445,watch the blossom or the expanding leaves—sights which before always
41445,"yielded me supreme delight, so deeply was I engrossed in my occupation."
41445,The leaves of that year had withered before my work drew near to a
41445,close; and now every day shewed me more plainly how well I had
41445,"succeeded. But my enthusiasm was checked by my anxiety, and I appeared"
41445,"rather like one doomed by slavery to toil in the mines, or any other"
41445,"unwholesome trade, than an artist occupied by his favourite employment."
41445,"Every night I was oppressed by a slow fever, and I became nervous to a"
41445,most painful degree; a disease that I regretted the more because I had
41445,"hitherto enjoyed most excellent health, and had always boasted of the"
41445,firmness of my nerves. But I believed that exercise and amusement would
41445,"soon drive away such symptoms; and I promised myself both of these, when"
41445,my creation should be complete.
41445,
41445,
41445,
41445,
41445,CHAPTER IV.
41445,
41445,
41445,"It was on a dreary night of November, that I beheld the accomplishment"
41445,"of my toils. With an anxiety that almost amounted to agony, I collected"
41445,"the instruments of life around me, that I might infuse a spark of being"
41445,into the lifeless thing that lay at my feet. It was already one in the
41445,"morning; the rain pattered dismally against the panes, and my candle was"
41445,"nearly burnt out, when, by the glimmer of the half-extinguished light, I"
41445,"saw the dull yellow eye of the creature open; it breathed hard, and a"
41445,convulsive motion agitated its limbs.
41445,
41445,"How can I describe my emotions at this catastrophe, or how delineate the"
41445,wretch whom with such infinite pains and care I had endeavoured to form?
41445,"His limbs were in proportion, and I had selected his features as"
41445,beautiful. Beautiful!—Great God! His yellow skin scarcely covered the
41445,"work of muscles and arteries beneath; his hair was of a lustrous black,"
41445,and flowing; his teeth of a pearly whiteness; but these luxuriances only
41445,"formed a more horrid contrast with his watery eyes, that seemed almost"
41445,"of the same colour as the dun white sockets in which they were set, his"
41445,"shrivelled complexion, and straight black lips."
41445,
41445,The different accidents of life are not so changeable as the feelings of
41445,"human nature. I had worked hard for nearly two years, for the sole"
41445,purpose of infusing life into an inanimate body. For this I had deprived
41445,myself of rest and health. I had desired it with an ardour that far
41445,"exceeded moderation; but now that I had finished, the beauty of the"
41445,"dream vanished, and breathless horror and disgust filled my heart."
41445,"Unable to endure the aspect of the being I had created, I rushed out of"
41445,"the room, and continued a long time traversing my bed-chamber, unable"
41445,to compose my mind to sleep. At length lassitude succeeded to the
41445,tumult I had before endured; and I threw myself on the bed in my
41445,"clothes, endeavouring to seek a few moments of forgetfulness. But it was"
41445,"in vain: I slept indeed, but I was disturbed by the wildest dreams. I"
41445,"thought I saw Elizabeth, in the bloom of health, walking in the streets"
41445,"of Ingolstadt. Delighted and surprised, I embraced her; but as I"
41445,"imprinted the first kiss on her lips, they became livid with the hue of"
41445,"death; her features appeared to change, and I thought that I held the"
41445,"corpse of my dead mother in my arms; a shroud enveloped her form, and I"
41445,saw the grave-worms crawling in the folds of the flannel. I started from
41445,"my sleep with horror; a cold dew covered my forehead, my teeth"
41445,"chattered, and every limb became convulsed; when, by the dim and yellow"
41445,"light of the moon, as it forced its way through the window-shutters, I"
41445,beheld the wretch—the miserable monster whom I had created. He held up
41445,"the curtain of the bed; and his eyes, if eyes they may be called, were"
41445,"fixed on me. His jaws opened, and he muttered some inarticulate sounds,"
41445,"while a grin wrinkled his cheeks. He might have spoken, but I did not"
41445,"hear; one hand was stretched out, seemingly to detain me, but I escaped,"
41445,and rushed down stairs. I took refuge in the court-yard belonging to the
41445,"house which I inhabited; where I remained during the rest of the night,"
41445,"walking up and down in the greatest agitation, listening attentively,"
41445,catching and fearing each sound as if it were to announce the approach
41445,of the demoniacal corpse to which I had so miserably given life.
41445,
41445,Oh! no mortal could support the horror of that countenance. A mummy
41445,again endued with animation could not be so hideous as that wretch. I
41445,had gazed on him while unfinished; he was ugly then; but when those
41445,"muscles and joints were rendered capable of motion, it became a thing"
41445,such as even Dante could not have conceived.
41445,
41445,I passed the night wretchedly. Sometimes my pulse beat so quickly and
41445,"hardly, that I felt the palpitation of every artery; at others, I nearly"
41445,sank to the ground through languor and extreme weakness. Mingled with
41445,"this horror, I felt the bitterness of disappointment: dreams that had"
41445,"been my food and pleasant rest for so long a space, were now become a"
41445,"hell to me; and the change was so rapid, the overthrow so complete!"
41445,
41445,"Morning, dismal and wet, at length dawned, and discovered to my"
41445,"sleepless and aching eyes the church of Ingolstadt, its white steeple"
41445,"and clock, which indicated the sixth hour. The porter opened the gates"
41445,"of the court, which had that night been my asylum, and I issued into the"
41445,"streets, pacing them with quick steps, as if I sought to avoid the"
41445,wretch whom I feared every turning of the street would present to my
41445,"view. I did not dare return to the apartment which I inhabited, but felt"
41445,"impelled to hurry on, although wetted by the rain, which poured from a"
41445,black and comfortless sky.
41445,
41445,"I continued walking in this manner for some time, endeavouring, by"
41445,"bodily exercise, to ease the load that weighed upon my mind. I"
41445,"traversed the streets, without any clear conception of where I was, or"
41445,what I was doing. My heart palpitated in the sickness of fear; and I
